state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
Bihar,Madhepura,OB referral network + prenatal telehealth & transport,5,-0.1802,10.8,Medium-High,Low,0.461,0.83,0.642,"institutional_birth_5y_pct=75% | anaemia_w15_49_pct=66% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Bihar,Madhepura,Mobile primary care clinic,6,-0.2675,13.2,High,Low,0.51,0.83,0.708,"planning_category=mixed_or_monitor | trustworthy_supply_rate=100% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Bihar,Madhepura,Telehealth-first program,7,-0.2821,2.2,Low,Low,0.18,0.95,0.366,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Madhya Pradesh,Seoni,PM-JAY / insurance enrollment support,1,0.3883,25.3,Low,Low,0.705,0.63,0.838,"hh_health_insurance_pct=45% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Madhya Pradesh,Seoni,Verify-first data / records campaign,2,0.0182,5.5,Low,Low,0.35,0.63,0.366,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=0% | critical_supply_gap_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Madhya Pradesh,Seoni,Pharmacy-based chronic care screening,3,-0.0602,7.9,Low-Medium,Low,0.375,0.63,0.494,"high_bp_pct=23% | high_blood_sugar_pct=14% | ncd_signal_rate=0% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Madhya Pradesh,Seoni,OB referral network + prenatal telehealth & transport,4,-0.0641,15.3,Medium-High,Low,0.503,0.63,0.712,"institutional_birth_5y_pct=95% | anaemia_w15_49_pct=60% | maternity_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Madhya Pradesh,Seoni,Community health worker outreach,5,-0.1648,4.7,Medium,Low,0.3,0.63,0.366,"needs_human_review_rate=0% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Madhya Pradesh,Seoni,Mobile primary care clinic,6,-0.4288,5.5,High,Low,0.35,0.63,0.366,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=100% | capacity_observed_rate=100% | observed_capacity_median=100 | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Madhya Pradesh,Seoni,Telehealth-first program,7,-0.2414,2.5,Low,Low,0.18,0.78,0.366,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Punjab,Fazilka,Verify-first data / records campaign,1,0.85,35.5,Low,Low,0.8,0.83,1.215,"planning_category=real_desert_candidate | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Punjab,Fazilka,Mobile primary care clinic,2,0.5252,42.2,High,Low,0.95,0.83,1.215,"planning_category=real_desert_candidate | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Punjab,Fazilka,PM-JAY / insurance enrollment support,3,0.4814,26.1,Low,Low,0.687,0.83,1.04,"hh_health_insurance_pct=21% | planning_category=real_desert_candidate | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Punjab,Fazilka,Community health worker outreach,4,0.11,15.2,Medium,Low,0.525,0.83,0.79,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Punjab,Fazilka,Pharmacy-based chronic care screening,5,0.0576,12.4,Low-Medium,Low,0.491,0.83,0.69,"high_bp_pct=32% | high_blood_sugar_pct=14% | ncd_signal_rate=0% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Punjab,Fazilka,OB referral network + prenatal telehealth & transport,6,-0.0903,14.1,Medium-High,Low,0.521,0.83,0.74,"institutional_birth_5y_pct=92% | anaemia_w15_49_pct=67% | maternity_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Punjab,Fazilka,Telehealth-first program,7,0.1743,17.1,Low,Low,0.43,0.95,1.215,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Jharkhand,Simdega,Verify-first data / records campaign,1,0.3356,17.7,Low,Low,0.575,0.75,0.787,"planning_category=real_desert_candidate | needs_human_review_rate=100% | critical_supply_gap_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Jharkhand,Simdega,Community health worker outreach,2,0.1207,16.1,Medium,Low,0.525,0.75,0.787,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Jharkhand,Simdega,PM-JAY / insurance enrollment support,3,0.1049,12.7,Low,Low,0.467,0.75,0.697,"hh_health_insurance_pct=61% | planning_category=real_desert_candidate | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Jharkhand,Simdega,Mobile primary care clinic,4,0.0888,26.9,High,Low,0.79,0.75,0.872,"planning_category=real_desert_candidate | trustworthy_supply_rate=0% | capacity_observed_rate=100% | observed_capacity_median=100 | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Jharkhand,Simdega,Pharmacy-based chronic care screening,5,0.0319,11.7,Low-Medium,Low,0.465,0.75,0.643,"high_bp_pct=24% | high_blood_sugar_pct=9% | ncd_signal_rate=0% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Jharkhand,Simdega,OB referral network + prenatal telehealth & transport,6,-0.1531,11.8,Medium-High,Low,0.467,0.75,0.646,"institutional_birth_5y_pct=76% | anaemia_w15_49_pct=71% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
